customerid,product_name,signup_date,channel,first_activation_date,first_purchase_date,cancel_date,
9130350874894620,Mailchimp,6/14/21,Other,6/14/21,,,
9130350875089500,QuickBooks,6/14/21,PPC,6/18/21,7/8/21,,
9130350875093380,,6/14/21,Direct,,,,
9130350875208830,TurboTax,6/14/21,Direct,6/14/21,6/15/21,,
9130350875330420,Mint,6/14/21,SEO,6/14/21,,,
9130350875470500,TurboTax,6/14/21,PPC,6/14/21,7/4/21,,
9130350875670540,TurboTax,6/14/21,Other,6/14/21,,,
9130350875690360,QuickBooks,6/14/21,Direct,6/14/21,,,
9130350875752540,Mailchimp,6/14/21,Direct,6/14/21,,,
9130350876261560,,6/14/21,PPC,,,,
9130350876333180,Mailchimp,6/14/21,Direct,6/14/21,6/25/21,8/30/21,
9130350876362350,,6/14/21,Other,,,,
9130350876573470,TurboTax,6/14/21,PPC,7/16/21,7/26/21,10/16/21,
9130350876698620,Mint,6/14/21,PPC,6/14/21,,,
9130350876860020,,6/14/21,Direct,,,,
9130350877010250,Mailchimp,6/14/21,PPC,6/14/21,6/20/21,,
9130350877023120,QuickBooks,6/14/21,Other,6/14/21,7/7/21,,
9130350877219840,,6/14/21,Direct,,,,
9130350877441330,QuickBooks,6/14/21,Sales,6/14/21,7/8/21,,
9130350877955030,,6/14/21,Direct,,,,
9130350877958000,Mint,6/14/21,SEO,6/14/21,7/13/21,7/14/21,
9130350878030940,,6/14/21,SEO,,,,
9130350878072550,Mint,6/14/21,SEO,6/15/21,,11/14/21,
9130350878104120,TurboTax,6/14/21,SEO,6/15/21,,,
9130350878147550,Mint,6/14/21,PPC,6/15/21,7/4/21,,
9130350878239840,,6/14/21,SEO,,,,
9130350878271310,QuickBooks,6/14/21,PPC,7/21/21,,,
9130350878302170,,6/14/21,Direct,,,,
9130350878398630,Mailchimp,6/14/21,Other,6/14/21,7/6/21,,
9130350881280810,,6/15/21,SEO,,,,
9130350881508160,,6/15/21,SEO,,,,
9130350881543330,TurboTax,6/15/21,Sales,6/15/21,7/4/21,7/15/21,
9130350882037560,QuickBooks,6/15/21,PPC,6/15/21,,,
9130350882119530,TurboTax,6/15/21,Other,6/15/21,7/6/21,,
9130350882209020,QuickBooks,6/15/21,Other,6/15/21,,,
9130350882466960,QuickBooks,6/15/21,Other,6/15/21,7/3/21,10/25/21,
9130350882478520,TurboTax,6/15/21,Sales,6/15/21,6/23/21,,
9130350882516400,Mint,6/15/21,Other,6/15/21,,,
9130350882631790,TurboTax,6/15/21,Direct,6/15/21,6/16/21,,
9130350882683870,Mint,6/15/21,Sales,6/15/21,7/11/21,,
9130350883524450,,6/15/21,Direct,,,,
9130350883636610,Mailchimp,6/15/21,Sales,6/15/21,6/23/21,,
9130350883795610,Mailchimp,6/15/21,Other,7/21/21,,,
9130350883816180,Mailchimp,6/15/21,SEO,6/15/21,7/10/21,7/15/21,
9130350883924580,TurboTax,6/15/21,PPC,6/15/21,6/17/21,,
9130350883958190,,6/15/21,Other,,,,
9130350884012390,QuickBooks,6/15/21,Other,6/15/21,,8/10/21,
9130350884323640,Mint,6/15/21,Sales,6/15/21,6/16/21,,
9130350884488830,,6/15/21,Direct,,,,
9130350884990590,TurboTax,6/15/21,PPC,6/16/21,,,
9130350885046820,TurboTax,6/15/21,Direct,7/13/21,,,
9130350885094680,,6/15/21,Other,,,,
9130350885125330,QuickBooks,6/15/21,Direct,6/16/21,7/10/21,,
9130350885131000,,6/15/21,Direct,,,,
9130350885146390,,6/15/21,Direct,,,,
9130350885210200,,6/15/21,Direct,,,,
9130350885301230,TurboTax,6/15/21,Direct,6/15/21,,9/16/21,
9130350888493230,Mailchimp,6/16/21,Other,6/16/21,7/10/21,9/12/21,
9130350888497920,Mint,6/16/21,SEO,7/21/21,7/29/21,,
9130350888597590,,6/16/21,Direct,,,,
9130350888740670,QuickBooks,6/16/21,Direct,7/16/21,8/8/21,,
9130350888750980,QuickBooks,6/16/21,Other,7/16/21,7/18/21,,
9130350888970860,,6/16/21,SEO,,,,
9130350889150850,Mint,6/16/21,SEO,6/16/21,,,
9130350889176160,TurboTax,6/16/21,Other,6/16/21,,6/30/21,
9130350889398480,Mint,6/16/21,Direct,7/28/21,8/9/21,,
9130350889744790,TurboTax,6/16/21,Other,7/16/21,7/25/21,,
9130350889815280,Mailchimp,6/16/21,Direct,6/16/21,,,
9130350889820420,,6/16/21,PPC,,,,
9130350890262570,,6/16/21,Direct,,,,
9130350890406210,QuickBooks,6/16/21,Direct,7/16/21,7/23/21,,
9130350890517020,Mailchimp,6/16/21,PPC,6/16/21,,,
9130350890570290,Mailchimp,6/16/21,PPC,6/16/21,7/7/21,,
9130350890603570,,6/16/21,Direct,,,,
9130350890611700,TurboTax,6/16/21,Sales,6/16/21,,,
9130350890740760,,6/16/21,Direct,,,,
9130350890846400,TurboTax,6/16/21,Sales,6/16/21,6/25/21,,
9130350890969960,,6/16/21,Direct,,,,
9130350891060670,,6/16/21,Direct,,,,
9130350891609800,,6/16/21,Direct,,,,
9130350891673980,,6/16/21,PPC,,,,
9130350891909060,,6/16/21,Direct,,,,
9130350892059400,Mailchimp,6/16/21,Direct,6/17/21,6/20/21,,
9130350892077750,Mailchimp,6/16/21,PPC,6/17/21,6/20/21,,
9130350892083720,,6/16/21,Direct,,,,
9130350892086390,TurboTax,6/16/21,Direct,6/17/21,6/24/21,11/2/21,
9130350892150350,TurboTax,6/16/21,PPC,6/17/21,,,
9130350892219170,QuickBooks,6/16/21,PPC,6/17/21,6/25/21,,
9130350895148670,QuickBooks,6/17/21,PPC,6/17/21,6/23/21,,
9130350895281470,Mailchimp,6/17/21,Direct,6/17/21,7/6/21,,
9130350895361840,Mailchimp,6/17/21,Direct,8/5/21,8/6/21,10/6/21,
9130350895730050,,6/17/21,Direct,,,,
9130350895746760,Mint,6/17/21,PPC,6/17/21,7/7/21,,
9130350895774160,Mailchimp,6/17/21,PPC,6/17/21,,8/17/21,
9130350895973640,TurboTax,6/17/21,PPC,7/23/21,,,
9130350896006680,Mailchimp,6/17/21,Direct,6/17/21,,11/17/21,
9130350896104730,Mint,6/17/21,Direct,7/17/21,7/18/21,,
9130350896219380,,6/17/21,SEO,,,,
9130350896242610,,6/17/21,Direct,,,,
9130350896371140,QuickBooks,6/17/21,Direct,6/17/21,,,
9130350896497440,Mailchimp,6/17/21,Other,6/17/21,7/15/21,,
9130350896933760,,6/17/21,PPC,,,,
9130350896938870,QuickBooks,6/17/21,Sales,6/17/21,7/17/21,,
9130350897017370,Mint,6/17/21,Direct,6/17/21,7/6/21,10/14/21,
9130350897044550,QuickBooks,6/17/21,PPC,6/17/21,7/13/21,11/17/21,
9130350897140090,TurboTax,6/17/21,Other,6/17/21,,,
9130350897398430,Mint,6/17/21,Sales,6/17/21,,,
9130350897840540,,6/17/21,Direct,,,,
9130350898425100,,6/17/21,Direct,,,,
9130350898429070,QuickBooks,6/17/21,Sales,6/17/21,,,
9130350898472100,Mailchimp,6/17/21,Other,6/17/21,6/25/21,10/14/21,
9130350898583030,Mint,6/17/21,PPC,6/18/21,6/29/21,,
9130350898756040,,6/17/21,SEO,,,,
9130350898870550,TurboTax,6/17/21,SEO,6/18/21,,,
9130350901688630,,6/18/21,Other,,,,
9130350901697140,,6/18/21,Direct,,,,
9130350901999740,,6/18/21,PPC,,,,
9130350902090780,Mailchimp,6/18/21,Direct,6/18/21,,,
9130350902393270,,6/18/21,Direct,,,,
9130350902574210,Mailchimp,6/18/21,PPC,6/18/21,,,
9130350903282340,Mint,6/18/21,Other,6/18/21,,,
9130350903369690,Mint,6/18/21,Other,6/18/21,,,
9130350903529910,QuickBooks,6/18/21,SEO,6/18/21,,,
9130350903558080,Mint,6/18/21,PPC,6/19/21,7/18/21,,
9130350903564070,,6/18/21,PPC,,,,
9130350903565710,,6/18/21,Direct,,,,
9130350903651600,TurboTax,6/18/21,PPC,6/18/21,,,
9130350903672010,QuickBooks,6/18/21,Sales,6/18/21,,,
9130350903782950,Mailchimp,6/18/21,Direct,7/18/21,7/26/21,8/27/21,
9130350904589550,,6/18/21,Direct,,,,
9130350904662000,Mailchimp,6/19/21,Direct,7/19/21,8/13/21,10/28/21,
9130350904663290,,6/19/21,Other,,,,
9130350907350390,,6/19/21,Direct,,,,
9130350907488690,,6/19/21,Direct,,,,
9130350907594900,TurboTax,6/19/21,PPC,6/19/21,6/22/21,,
9130350907676590,TurboTax,6/19/21,Sales,6/19/21,,,
9130350907697260,TurboTax,6/19/21,PPC,6/19/21,7/14/21,,
9130350908116070,,6/19/21,SEO,,,,
9130350908221340,QuickBooks,6/19/21,PPC,6/19/21,,7/19/21,
9130350908267140,Mailchimp,6/19/21,PPC,6/19/21,6/25/21,,
9130350908757810,TurboTax,6/19/21,PPC,6/20/21,,,
9130350911827150,TurboTax,6/20/21,Other,6/20/21,,,
9130350911956170,,6/20/21,Direct,,,,
9130350912343010,Mint,6/20/21,Direct,6/30/21,7/7/21,7/20/21,
9130350912408280,,6/20/21,PPC,,,,
9130350912489190,,6/20/21,Direct,,,,
9130350912513460,Mailchimp,6/20/21,Other,6/20/21,7/3/21,,
9130350912605530,,6/20/21,Direct,,,,
9130350913046590,Mint,6/20/21,Direct,7/30/21,8/8/21,,
9130350913183210,,6/20/21,Direct,,,,
9130350913345870,Mailchimp,6/21/21,SEO,6/21/21,,10/18/21,
9130350916074460,,6/21/21,Direct,,,,
9130350916099200,,6/21/21,Direct,,,,
9130350916249930,Mailchimp,6/21/21,PPC,6/21/21,7/3/21,,
9130350916337690,QuickBooks,6/21/21,SEO,6/21/21,,,
9130350916590300,TurboTax,6/21/21,Direct,6/28/21,,,
9130350916841920,Mailchimp,6/21/21,Other,6/21/21,7/8/21,,
9130350916993260,,6/21/21,Direct,,,,
9130350917162290,,6/21/21,Direct,,,,
9130350917300220,,6/21/21,Direct,,,,
9130350917396420,,6/21/21,Direct,,,,
9130350917509050,QuickBooks,6/21/21,Other,6/21/21,,,
9130350917617460,TurboTax,6/21/21,Direct,6/21/21,6/26/21,9/17/21,
9130350918090500,Mint,6/21/21,Sales,6/21/21,6/26/21,,
9130350918117440,Mailchimp,6/21/21,Other,7/21/21,8/19/21,,
9130350918181840,Mailchimp,6/21/21,Other,6/21/21,,,
9130350918561660,Mint,6/21/21,Sales,7/21/21,8/19/21,,
9130350918701170,TurboTax,6/21/21,Other,6/21/21,7/14/21,,
9130350918825570,,6/21/21,Other,,,,
9130350918956330,QuickBooks,6/21/21,SEO,6/21/21,6/25/21,10/18/21,
9130350919096770,Mailchimp,6/21/21,Other,7/21/21,8/1/21,,
9130350919147800,TurboTax,6/21/21,Direct,6/21/21,7/14/21,,
9130350919153130,QuickBooks,6/21/21,PPC,6/21/21,6/24/21,,
9130350919684610,TurboTax,6/21/21,Direct,6/21/21,,,
9130350919829640,TurboTax,6/21/21,Direct,6/22/21,7/9/21,,
9130350919975730,,6/21/21,Direct,,,,
9130350920040400,Mint,6/21/21,SEO,6/22/21,7/3/21,,
9130350920098080,,6/21/21,Direct,,,,
9130350923359950,,6/22/21,Other,,,,
9130350923767060,Mint,6/22/21,Sales,6/22/21,7/17/21,,
9130350923874930,,6/22/21,Direct,,,,
9130350923899730,,6/22/21,PPC,,,,
9130350924112160,QuickBooks,6/22/21,Other,6/22/21,7/20/21,,
9130350924336300,,6/22/21,Direct,,,,
9130350924381400,Mint,6/22/21,PPC,6/22/21,6/29/21,,
9130350924457950,Mailchimp,6/22/21,Sales,6/22/21,6/23/21,7/22/21,
9130350924501830,Mint,6/22/21,PPC,6/22/21,,,
9130350924589880,Mailchimp,6/22/21,SEO,6/22/21,6/26/21,,
9130350924673450,Mailchimp,6/22/21,Other,6/22/21,7/22/21,,
9130350924715570,TurboTax,6/22/21,Sales,6/22/21,7/17/21,,
9130350924729290,Mint,6/22/21,Other,7/22/21,8/13/21,,
9130350924896530,,6/22/21,Direct,,,,
9130350925265780,Mint,6/22/21,PPC,6/22/21,7/21/21,,
9130350925624820,TurboTax,6/22/21,Other,6/22/21,7/6/21,7/12/21,
9130350925863220,QuickBooks,6/22/21,Other,6/22/21,,,
9130350926137580,,6/22/21,Direct,,,,
9130350926207510,Mailchimp,6/22/21,PPC,6/22/21,,,
9130350926213920,Mailchimp,6/22/21,Sales,6/23/21,,11/19/21,
9130350926359200,,6/22/21,Direct,,,,
9130350926404460,,6/22/21,Other,,,,
9130350926893510,,6/22/21,Direct,,,,
9130350926995420,TurboTax,6/22/21,Other,6/22/21,,,
9130350926998980,,6/22/21,Direct,,,,
9130350927086960,,6/22/21,PPC,,,,
9130350927191170,,6/22/21,Direct,,,,
9130350927235240,,6/22/21,Direct,,,,
9130350927359870,Mint,6/22/21,Other,7/22/21,8/4/21,,
9130350930550440,Mint,6/23/21,PPC,7/23/21,,,
9130350930732530,Mint,6/23/21,Direct,6/23/21,,7/23/21,
9130350930780410,,6/23/21,Other,,,,
9130350931011540,,6/23/21,Other,,,,
9130350931053980,Mailchimp,6/23/21,Other,6/23/21,7/21/21,9/17/21,
9130350931290130,,6/23/21,Direct,,,,
9130350931310680,Mint,6/23/21,Other,6/23/21,,,
9130350931340600,Mint,6/23/21,Sales,6/23/21,6/29/21,,
9130350931489220,Mint,6/23/21,Other,6/23/21,6/28/21,,
9130350931541300,Mint,6/23/21,Sales,6/23/21,7/14/21,,
9130350931563770,Mailchimp,6/23/21,PPC,6/23/21,7/1/21,,
9130350931579970,TurboTax,6/23/21,Direct,7/2/21,7/4/21,,
9130350932073160,QuickBooks,6/23/21,Other,6/23/21,,,
9130350932097110,,6/23/21,Direct,,,,
9130350932112090,,6/23/21,Direct,,,,
9130350932165040,,6/23/21,Direct,,,,
9130350932258120,Mailchimp,6/23/21,Sales,6/23/21,6/28/21,,
9130350932261710,TurboTax,6/23/21,SEO,6/23/21,,,
9130350932449210,,6/23/21,Direct,,,,
9130350932508720,,6/23/21,Other,,,,
9130350932985320,QuickBooks,6/23/21,Direct,6/23/21,,,
9130350933440190,TurboTax,6/23/21,Direct,6/24/21,7/9/21,8/23/21,
9130350933477610,TurboTax,6/23/21,Direct,6/23/21,7/20/21,,
9130350933490820,TurboTax,6/23/21,SEO,6/23/21,,,
9130350933562270,,6/23/21,Direct,,,,
9130350933566890,TurboTax,6/23/21,Direct,6/24/21,6/30/21,,
9130350933702020,Mint,6/23/21,Other,6/24/21,,,
9130350936833930,,6/24/21,Direct,,,,
9130350936843260,Mailchimp,6/24/21,Other,6/24/21,,,
9130350936911320,,6/24/21,SEO,,,,
9130350937158070,,6/24/21,Other,,,,
9130350937229050,TurboTax,6/24/21,PPC,6/24/21,6/29/21,8/24/21,
9130350937238040,Mint,6/24/21,Other,6/24/21,,,
9130350937246610,QuickBooks,6/24/21,SEO,6/24/21,7/13/21,,
9130350937337700,,6/24/21,Other,,,,
9130350937487240,TurboTax,6/24/21,Other,6/24/21,,,
9130350937489870,QuickBooks,6/24/21,PPC,6/24/21,,,
9130350937516740,QuickBooks,6/24/21,Other,7/24/21,8/10/21,,
9130350937638520,QuickBooks,6/24/21,Other,6/24/21,,,
9130350937762050,Mint,6/24/21,PPC,6/24/21,6/28/21,,
9130350937774420,QuickBooks,6/24/21,SEO,6/25/21,,,
9130350938225140,Mailchimp,6/24/21,Other,6/24/21,7/18/21,,
9130350938710990,Mint,6/24/21,Direct,6/24/21,7/7/21,9/24/21,
9130350938769580,QuickBooks,6/24/21,Direct,6/24/21,,,
9130350938865140,,6/24/21,Direct,,,,
9130350938916680,Mailchimp,6/24/21,PPC,6/25/21,,,
9130350938925590,,6/24/21,SEO,,,,
9130350939103010,,6/24/21,Direct,,,,
9130350939138250,,6/24/21,PPC,,,,
9130350939262290,Mint,6/24/21,SEO,6/24/21,7/2/21,,
9130350939415810,Mailchimp,6/24/21,PPC,6/24/21,6/27/21,8/24/21,
9130350939503760,TurboTax,6/24/21,Other,6/24/21,,,
9130350939609380,Mailchimp,6/24/21,SEO,6/24/21,,,
9130350939682360,,6/24/21,PPC,,,,
9130350940362190,,6/24/21,Direct,,,,
9130350940371240,Mailchimp,6/24/21,Other,6/24/21,,,
9130350940794280,,6/24/21,SEO,,,,
9130350943763080,QuickBooks,6/25/21,PPC,6/25/21,6/26/21,,
9130350943945390,QuickBooks,6/25/21,PPC,6/25/21,7/26/21,,
9130350944263370,Mailchimp,6/25/21,PPC,6/25/21,,,
9130350944418790,Mint,6/25/21,Other,6/25/21,7/1/21,,
9130350944438600,Mailchimp,6/25/21,Sales,6/25/21,7/22/21,,
9130350944456100,Mint,6/25/21,SEO,6/25/21,,,
9130350944492760,TurboTax,6/25/21,Other,6/25/21,6/28/21,,
9130350944812460,Mint,6/25/21,Direct,6/25/21,7/5/21,,
9130350944827370,Mint,6/25/21,Direct,6/25/21,7/9/21,,
9130350944889700,TurboTax,6/25/21,PPC,7/26/21,8/16/21,9/21/21,
9130350944955400,QuickBooks,6/25/21,Other,8/3/21,8/16/21,,
9130350944961900,QuickBooks,6/25/21,PPC,6/25/21,,,
9130350945303060,TurboTax,6/25/21,SEO,6/25/21,,8/21/21,
9130350945493610,TurboTax,6/25/21,PPC,6/25/21,7/3/21,,
9130350945547220,QuickBooks,6/25/21,SEO,6/25/21,,,
9130350945638260,,6/25/21,Direct,,,,
9130350945794610,,6/25/21,PPC,,,,
9130350945883090,Mint,6/25/21,Other,6/25/21,,9/28/21,
9130350946703620,,6/25/21,PPC,,,,
9130350946782380,,6/25/21,Other,,,,
9130350949808250,Mint,6/26/21,Direct,6/26/21,,7/26/21,
9130350949875920,,6/26/21,Direct,,,,
9130350949998500,Mint,6/26/21,Direct,6/26/21,7/2/21,9/26/21,
9130350950046600,TurboTax,6/26/21,SEO,6/26/21,,,
9130350950193380,,6/26/21,PPC,,,,
9130350950516590,Mailchimp,6/26/21,PPC,7/26/21,,,
9130350950522470,QuickBooks,6/26/21,Other,6/26/21,7/19/21,8/18/21,
9130350950619990,QuickBooks,6/26/21,PPC,6/26/21,,,
9130350950626970,,6/26/21,Direct,,,,
9130350950717580,Mint,6/26/21,Other,6/26/21,,,
9130350951303250,,6/26/21,PPC,,,,
9130350951305940,Mailchimp,6/26/21,PPC,6/26/21,6/28/21,9/22/21,
9130350951376060,TurboTax,6/26/21,PPC,6/27/21,,,
9130350951429100,QuickBooks,6/26/21,Direct,6/26/21,,7/27/21,
9130350951536390,QuickBooks,6/26/21,Direct,6/27/21,,7/26/21,
9130350954488670,Mailchimp,6/27/21,Direct,7/26/21,7/31/21,9/27/21,
9130350954522500,,6/27/21,Direct,,,,
9130350954590820,QuickBooks,6/27/21,PPC,6/27/21,,,
9130350954625970,,6/27/21,Direct,,,,
9130350954633950,,6/27/21,PPC,,,,
9130350954732880,,6/27/21,Direct,,,,
9130350954810040,TurboTax,6/27/21,Other,6/27/21,7/14/21,,
9130350955160440,Mailchimp,6/27/21,Direct,6/27/21,7/11/21,,
9130350955187170,,6/27/21,Direct,,,,
9130350955238310,Mint,6/27/21,Direct,6/27/21,7/27/21,,
9130350955257990,QuickBooks,6/27/21,Direct,6/27/21,,10/27/21,
9130350955343750,,6/27/21,Direct,,,,
9130350955371890,Mailchimp,6/27/21,PPC,6/27/21,,,
9130350956001920,QuickBooks,6/27/21,PPC,6/28/21,7/17/21,,
9130350956005300,,6/27/21,Direct,,,,
9130350956032860,Mailchimp,6/27/21,Other,6/27/21,,,
9130350956033260,TurboTax,6/27/21,Direct,6/28/21,,,
9130350959291620,,6/28/21,Direct,,,,
9130350959333730,Mint,6/28/21,PPC,6/28/21,,,
9130350959353000,Mint,6/28/21,SEO,6/28/21,7/3/21,,
9130350959485380,Mailchimp,6/28/21,Sales,6/28/21,,,
9130350959758960,,6/28/21,Sales,,,,
9130350959767060,,6/28/21,SEO,,,,
9130350959797260,Mailchimp,6/28/21,Direct,6/29/21,,,
9130350959932850,QuickBooks,6/28/21,PPC,6/28/21,7/2/21,,
9130350960170640,,6/28/21,Other,,,,
9130350960236950,,6/28/21,SEO,,,,
9130350960295390,,6/28/21,SEO,,,,
9130350960383980,QuickBooks,6/28/21,Other,6/28/21,7/6/21,,
9130350960388650,QuickBooks,6/28/21,PPC,6/29/21,,,
9130350960473060,,6/28/21,Direct,,,,
9130350960499800,TurboTax,6/28/21,Other,6/28/21,7/6/21,,
9130350960536280,Mint,6/28/21,Other,6/28/21,,,
9130350960547520,Mailchimp,6/28/21,Direct,6/29/21,7/21/21,,
9130350961004750,,6/28/21,Direct,,,,
9130350961219830,Mint,6/28/21,Other,6/28/21,7/16/21,,
9130350961410940,Mint,6/28/21,SEO,6/28/21,,,
9130350961516950,QuickBooks,6/28/21,Other,6/28/21,,,
9130350961571300,QuickBooks,6/28/21,PPC,7/21/21,,,
9130350961579070,,6/28/21,Direct,,,,
9130350961821280,TurboTax,6/28/21,Other,6/28/21,7/21/21,,
9130350961925630,TurboTax,6/28/21,SEO,6/28/21,7/18/21,,
9130350962123600,Mint,6/28/21,Direct,6/28/21,,,
9130350962124090,,6/28/21,SEO,,,,
9130350962763220,,6/28/21,PPC,,,,
9130350962782150,,6/28/21,PPC,,,,
9130350962788120,,6/28/21,Direct,,,,
9130350962851490,Mailchimp,6/28/21,Direct,6/28/21,,7/28/21,
9130350962897890,,6/28/21,Direct,,,,
9130350962911210,,6/28/21,Direct,,,,
9130350962935200,,6/28/21,Direct,,,,
9130350962975140,Mint,6/28/21,Other,6/28/21,,,
9130350963038660,TurboTax,6/28/21,PPC,6/29/21,7/25/21,,
9130350963188890,Mailchimp,6/28/21,Direct,6/28/21,7/27/21,,
9130350963202110,,6/28/21,Direct,,,,
9130350963215470,QuickBooks,6/28/21,PPC,6/29/21,,10/15/21,
9130350963269270,QuickBooks,6/28/21,Direct,6/28/21,7/29/21,10/29/21,
9130350966210430,,6/29/21,Other,,,,
9130350966280610,,6/29/21,PPC,,,,
9130350966441800,QuickBooks,6/29/21,SEO,6/29/21,7/12/21,,
9130350966444560,,6/29/21,PPC,,,,
9130350966971480,,6/29/21,Direct,,,,
9130350967389650,Mint,6/29/21,Other,7/29/21,8/18/21,,
9130350967510070,Mailchimp,6/29/21,Direct,6/29/21,7/28/21,7/29/21,
9130350967540500,,6/29/21,PPC,,,,
9130350967560320,Mint,6/29/21,Other,6/29/21,,,
9130350967617000,,6/29/21,Direct,,,,
9130350967666330,,6/29/21,Direct,,,,
9130350968118870,Mint,6/29/21,SEO,6/29/21,,,
9130350968126100,Mint,6/29/21,Other,6/29/21,7/12/21,,
9130350968347080,Mailchimp,6/29/21,Other,6/29/21,,,
9130350968532560,TurboTax,6/29/21,PPC,7/29/21,8/16/21,,
9130350968945790,TurboTax,6/29/21,Other,7/29/21,8/13/21,,
9130350968995020,,6/29/21,Direct,,,,
9130350969062090,Mint,6/29/21,SEO,6/29/21,7/14/21,10/29/21,
9130350969767590,Mailchimp,6/29/21,Direct,6/29/21,,,
9130350969925200,,6/29/21,PPC,,,,
9130350970178830,TurboTax,6/29/21,SEO,7/29/21,,,
9130350970250870,TurboTax,6/29/21,PPC,6/30/21,7/22/21,,
9130350970515800,TurboTax,6/29/21,Direct,6/29/21,7/25/21,8/30/21,
9130350970686540,Mint,6/29/21,Other,6/29/21,,,
9130350973524980,QuickBooks,6/30/21,Other,6/30/21,,,
9130350973571890,TurboTax,6/30/21,SEO,6/30/21,,,
9130350973615640,,6/30/21,SEO,,,,
9130350973618090,,6/30/21,Direct,,,,
9130350974211480,TurboTax,6/30/21,PPC,6/30/21,7/8/21,,
9130350974249470,,6/30/21,Direct,,,,
9130350974394270,,6/30/21,PPC,,,,
9130350974595950,,6/30/21,Direct,,,,
9130350974620040,Mailchimp,6/30/21,SEO,7/1/21,7/10/21,,
9130350974859460,TurboTax,6/30/21,PPC,6/30/21,7/3/21,,
9130350974908660,Mailchimp,6/30/21,Other,6/30/21,7/15/21,,
9130350975208700,,6/30/21,Direct,,,,
9130350975237970,,6/30/21,PPC,,,,
9130350975720750,,6/30/21,PPC,,,,
9130350975724620,Mailchimp,6/30/21,SEO,6/30/21,,7/30/21,
9130350975853890,Mint,6/30/21,Direct,7/30/21,8/10/21,9/30/21,
9130350975997430,QuickBooks,6/30/21,Other,6/30/21,,,
9130350976033440,QuickBooks,6/30/21,Direct,6/30/21,7/11/21,,
9130350976101390,TurboTax,6/30/21,SEO,6/30/21,7/26/21,,
9130350976216550,Mint,6/30/21,Sales,6/30/21,,7/30/21,
9130350976237480,Mint,6/30/21,PPC,6/30/21,,,
9130350976269330,TurboTax,6/30/21,Other,6/30/21,7/12/21,,
9130350976531760,,6/30/21,Direct,,,,
9130350976763400,Mint,6/30/21,PPC,6/30/21,7/11/21,,
9130350977407310,Mailchimp,6/30/21,Other,8/14/21,,,
9130350977506810,,6/30/21,PPC,,,,
9130350977509720,Mint,6/30/21,Other,7/1/21,,,
9130350977536560,,6/30/21,PPC,,,,
9130350977570800,Mint,6/30/21,Other,7/2/21,,,
9130350977741620,,6/30/21,Direct,,,,
9130350978005650,Mint,6/30/21,PPC,7/1/21,7/25/21,,
9130350978078330,,6/30/21,Direct,,,,
9130350978089940,,6/30/21,Direct,,,,
9130350978276750,Mint,6/30/21,Direct,7/1/21,,,
13563578089848000,Mint,6/18/21,Other,6/18/21,,,
13563578090849000,QuickBooks,6/23/21,Direct,6/23/21,6/25/21,,
13563578091028200,Mailchimp,6/24/21,PPC,6/24/21,,,
13563578091199300,Mint,6/25/21,SEO,6/26/21,,,
13633946225027200,Mailchimp,6/16/21,SEO,6/16/21,,,
13633946225096100,,6/29/21,PPC,,,,
13633946225103500,,6/29/21,SEO,,,,
833942193,QuickBooks,6/20/21,Direct,7/25/21,7/29/21,9/25/21,
1096427013,Mailchimp,6/4/21,Direct,6/25/21,,,
9059978094652710,QuickBooks,6/2/21,SEO,6/2/21,6/11/21,,
9059978094853320,QuickBooks,6/7/21,SEO,6/7/21,6/10/21,,
9059978095724240,TurboTax,6/22/21,SEO,6/22/21,7/16/21,,
9130350795897900,Mint,6/1/21,Direct,6/1/21,,,
9130350796089490,Mint,6/1/21,PPC,6/1/21,6/3/21,,
9130350796091390,,6/1/21,PPC,,,,
9130350796114230,,6/1/21,Other,,,,
9130350796219220,,6/1/21,Direct,,,,
9130350796421560,TurboTax,6/1/21,Sales,6/1/21,,,
9130350796621370,TurboTax,6/1/21,SEO,6/1/21,,,
9130350796674380,TurboTax,6/1/21,Other,6/1/21,,6/28/21,
9130350796758890,TurboTax,6/1/21,PPC,6/1/21,6/3/21,7/1/21,
9130350796789760,TurboTax,6/1/21,Direct,6/3/21,6/22/21,,
9130350796799860,,6/1/21,Other,,,,
9130350796833780,Mint,6/1/21,Direct,6/1/21,6/12/21,,
9130350796929820,,6/1/21,PPC,,,,
9130350796953700,,6/1/21,Other,,,,
9130350797074010,QuickBooks,6/1/21,Other,6/1/21,,,
9130350797125090,QuickBooks,6/1/21,PPC,6/1/21,,11/1/21,
9130350797254210,QuickBooks,6/1/21,SEO,6/1/21,,,
9130350797280900,Mailchimp,6/1/21,Direct,6/1/21,6/13/21,,
9130350797418850,QuickBooks,6/1/21,PPC,6/1/21,,9/1/21,
9130350797421430,,6/1/21,Direct,,,,
9130350797839690,QuickBooks,6/1/21,Other,6/1/21,6/2/21,,
9130350797883300,Mint,6/1/21,Other,6/1/21,7/2/21,,
9130350798272090,Mailchimp,6/1/21,Sales,6/1/21,,7/1/21,
9130350798566650,Mailchimp,6/1/21,Sales,6/1/21,6/28/21,,
9130350798727210,QuickBooks,6/1/21,SEO,6/1/21,,,
9130350798950160,QuickBooks,6/1/21,PPC,6/1/21,6/18/21,,
9130350799026980,TurboTax,6/1/21,SEO,6/2/21,,,
9130350799237220,,6/1/21,Direct,,,,
9130350799249620,,6/1/21,Direct,,,,
9130350799260500,,6/1/21,PPC,,,,
